,corpus_id,author_id,second_author_id,translator_id,second_translator_id,name_original,name_translated,sphere,creation_date,translation_date,sents_number,tokens_number
74,1,301,0,196,0,Trump’s craziest claim about Russia [The Washington Post],Самое безумное заявление Трампа о России,"нехудожественная, публицистика",2018,2018,72,1927
75,1,302,0,196,0,"Russia Rejoices in Celebration of Soccer, but Bad Memories Loom [Eurasia Daily Monitor]","Россия радуется празднику футбола, но негативные воспоминания не отступают","нехудожественная, публицистика",2018,2018,68,1922
76,1,308,0,196,0,Moscow’s Demons [The American Interest],Московские демоны,"нехудожественная, публицистика",2018,2018,144,2840
77,1,309,0,196,0,My goal is to defeat corruption in Ukraine [The Washington Post],Моя цель — побороть коррупцию на Украине,"нехудожественная, публицистика",2018,2018,80,1643
78,1,311,0,196,0,Skripal poisoning: deleted Foreign Office tweet leads to awkward questions [The Guardian],Отравление Скрипаля: удаленный твит Министерства иностранных дел вызывает неудобные вопросы,"нехудожественная, публицистика",2018,2018,56,1286
79,1,314,0,196,0,South Africa: Tomorrow’s Zimbabwe [The American Conservative],Южная Африка — это завтрашняя Зимбабве,"нехудожественная, публицистика",2018,2018,132,2637
80,1,314,0,196,0,Trans Tweens & Social Contagion [The American Conservative],Подростки-трансгендеры и социальное заражение,"нехудожественная, публицистика",2018,2018,178,4021
81,1,325,0,196,0,"Russia, By Way of Hollywood [The Ringer]","Россия, какой ее малюет Голливуд","нехудожественная, публицистика",2018,2018,200,4559
82,1,326,0,196,0,"In the Middle East, Putin has a lot to thank Trump for right now [Independent]",На Ближнем Востоке Путин сейчас многим обязан Трампу,"нехудожественная, публицистика",2018,2018,174,3347
83,1,327,0,196,0,"In Russia, Scant Traces And Negative Memories Of A Century-Old U.S. Intervention [NPR]",Столетие американской интервенции в России: почти никаких следов и негативные воспоминания,"нехудожественная, публицистика",2018,2018,98,2345
84,8,329,0,196,0,"Nella trincea del Donbass, dove si continua a combattere come cento anni fa // L'Espresso","В траншеях Донбасса до сих пор сражаются, как сто лет назад","нехудожественная, публицистика",2018,2018,122,2771
85,1,330,0,196,0,"There’s a man with a gun!’  [Toronto Star, ]",«Там человек с пистолетом!»,"нехудожественная, публицистика",2018,2018,122,1624
86,1,333,0,196,0,We Have No Idea What President Trump Would Do in a Crisis with Russia,"Радослав Сикорский: Мы понятия не имеем о том, что сделает президент Трамп в случае кризиса с Россией","нехудожественная, публицистика",2018,2018,114,2017
87,1,334,0,196,0,Russia Wants to Build a Whole City for Developing Deadly Weapons [The National Interest],Россия намерена выстроить целый город для разработки смертельного оружия,"нехудожественная, публицистика",2018,2018,58,1520
88,8,335,0,196,0,"Russia 2018: via ai Mondiali nel Paese-continente, che creò il suo calcio più bello negli anni più cupi // Corriere dell","Россия 2018: начало Чемпионата мира по футболу в стране-континенте, создавшей свой лучший футбол в самые мрачные годы","нехудожественная, публицистика",2018,2018,134,5622
89,8,336,0,196,0,I migranti per fuggire si vendono gli organi: ecco come funziona la tratta dell'orrore // L'Espresso,"Чтобы уехать из своих стран, мигранты продают органы: как функционирует этот страшный бизнес","нехудожественная, публицистика",2018,2018,300,4379
90,1,339,0,196,0,Success of Russia’s Female Figure Skaters Takes a Toll in Injuries and Stress [nytimes],Травмы и стресс — обратная сторона успеха российских фигуристок,"нехудожественная, публицистика",2018,2018,158,2829
91,8,344,0,196,0,Il grande gioco della Jeep // Il Foglio,Большой розыгрыш Jeep,"нехудожественная, публицистика",2018,2018,176,4329
92,1,348,0,196,0,Death Match: Russia's 'Stealth' Su-57 vs. Su-35S Flanker-E (Who Wins?) [The National Interest] (Смертельный поединок российского «самолета-невидимки» Су-57 против Су-35С,кто победит?),"нехудожественная, публицистика",2018,2018,60,1555
93,1,354,0,196,0,How a 4-Hour Battle Between Russian Mercenaries and U.S. Commandos Unfolded in Syria [The New York Times],Как проходил четырехчасовой бой между русскими наемниками и американским спецназом в Сирии,"нехудожественная, публицистика",2018,2018,82,1958
94,1,357,0,196,0,When the Cat’s Away ... [The New York Times],Кот из дома — мыши в пляс?,"нехудожественная, публицистика",2018,2018,30,501
95,1,359,262,196,0,Big Russian delegation anticipated for prayer breakfast in Washington Now PlayingRussian state TV sides. [CNN],На молитвенном завтраке в Вашингтоне ждут большую российскую делегацию,"нехудожественная, публицистика",2018,2018,78,1562
96,1,360,0,196,0,U.S. Concedes Error in Sex Claim About Accused Russian Agent Maria Butina [Time],США признали ошибочность обвинения в адрес российского агента Марии Бутиной,"нехудожественная, публицистика",2018,2018,36,938
97,1,371,0,196,0,Can Russia Maintain European Energy Dominance? [Oilprice],Сможет ли Россия сохранить энергетическое доминирование в Европе?,"нехудожественная, публицистика",2018,2018,66,1510
98,1,374,0,196,0,Will Gazprom Leave Ukraine Forever? [Oilprice],Покинет ли «Газпром» Украину навсегда?,"нехудожественная, публицистика",2018,2018,78,2232
99,1,377,0,196,0,President Trump Is Developing a Missile That Would Break a Nuclear Arms Treaty With Russia [TIME],"Президент Трамп разрабатывает ракету, которая нарушает договор РСМД","нехудожественная, публицистика",2018,2018,82,2078
100,1,381,0,196,0,Mike Pence Announces Cold War II [The Wall Street Journal],Майк Пенс объявил о начале второй холодной войны,"нехудожественная, публицистика",2018,2018,64,1580
101,1,383,0,196,0,"Russia's military dalliance with China [Politico, ]",Совместные военные игры России и Китая,"нехудожественная, публицистика",2018,2018,92,2339
102,1,384,0,196,0,Russia Is Our Adversary' [The Atlantic],Россия - наш противник,"нехудожественная, публицистика",2018,2018,64,1333
103,1,386,0,196,0,NATO’s Real Existential Threat: The Surrender of Western Values. The alliance's elites have come down with a case of civ,Отказ от западных ценностей — главная угроза НАТО. Элиты альянса страдают цивилизационной невежественностью.,"нехудожественная, публицистика",2018,2018,76,1864
104,1,387,0,196,0,America needs to play a shrewder game [Fox News],Америке нужно вести более расчетливую игру,"нехудожественная, публицистика",2018,2018,94,1858
105,1,391,0,196,0,What Really Went on at Russia’s Seattle Consulate? [Politico],Что на самом деле происходило в российском консульстве в Сиэтле?,"нехудожественная, публицистика",2018,2018,108,2945
106,1,392,0,196,0,THE DISAPPEARED [Forein Policy],Исчезнувшие,"нехудожественная, публицистика",2018,2018,298,6553
107,1,393,0,196,0,Russian Hijacking of U.S. Tech Didn’t Start With Facebook [Bloomberg],Русские крали американские технологии задолго до «Фейсбука»,"нехудожественная, публицистика",2018,2018,78,1623
108,8,435,0,145,0,Страшна ли Европе российская пропаганда // Новая газета,La propaganda russa fa paura all’Europa?,"нехудожественная, публицистика",2018,2018,126,2594
109,8,501,0,5,0,Когда закончится деревня // Ведомости,Quando la campagna morirà,"нехудожественная, публицистика",2018,2018,68,1939
110,8,527,0,172,0,ФСБ опубликовала новые основы пограничной политики. С какими странами у России есть конфликты из-за границ? (Помимо Укра,Il FSB ha pubblicato i nuovi principi della politica di confine della Russia. Con quali paesi la Russia è in conflitto p,"нехудожественная, публицистика",2018,2018,146,2753
111,8,548,0,5,0,Обратный отсчет. Почему в Россию возвращаются миллиарды // РИА Новости,Conto alla rovescia: perché in Russia stanno tornando i miliardi,"нехудожественная, публицистика",2018,2018,104,1691
112,8,593,0,42,0,Последний оплот демографии. Когда россияне становятся родителями // Коммерсантъ,L’ultimo baluardo della demografia: a che età i russi diventano genitori,"нехудожественная, публицистика",2018,2018,224,4530
113,8,694,0,128,0,Между двух миров //  РИА Новости,Tra due mondi,"нехудожественная, публицистика",2018,2018,204,3183
114,1,0,0,196,0,"Alex Ovechkin, on the verge of 1,000th NHL game, looks back at his first 82 [The Washington Post]",Накануне своей тысячной игры за НХЛ Алекс Овечкин вспоминает первые матчи,"нехудожественная, публицистика",2018,2018,158,2923
115,1,0,0,196,0,"Hey, that’s my hometown! How it feels to have Putin target your birthplace [The Guardian]","Каково это — знать, что Путин нацелился на ваш родной город?","нехудожественная, публицистика",2018,2018,100,1077
116,1,0,0,196,0,It’s time to go after Vladimir Putin’s money in the West [The Washington Post],Пришло время найти на Западе деньги Путина,"нехудожественная, публицистика",2018,2018,80,1684
117,1,0,0,196,0,Ivan the Terrible painting 'seriously damaged' in pole attack [The Guardian],Посетитель Третьяковской галереи серьезно повредил картину «Иван Грозный и его сын Иван»,"нехудожественная, публицистика",2018,2018,88,1820
118,1,0,0,196,0,My grandad was captured by Russians in the second world war and kept alive [The Guardian],"Мой дед во Вторую мировую попал в плен к русским, и это спасло ему жизнь","нехудожественная, публицистика",2018,2018,132,1724
119,1,0,0,196,0,Ominous cracks show in the West’s united front against Russia [The Washington Post],В едином западном фронте против России появились огромные трещины,"нехудожественная, публицистика",2018,2018,78,1721
120,1,0,0,196,0,Putin says he wishes the Soviet Union had not collapsed. Many Russians agree. [The Washington Post],"По словам Путина, ему хотелось бы, чтобы Советский Союз не распался — и многие россияне с ним согласны","нехудожественная, публицистика",2018,2018,50,1326
121,1,0,0,196,0,Putin speech adds to freeze in U.S.-Russia relations [The Washington Post],Речь Путина усиливает холод в российско-американских отношениях,"нехудожественная, публицистика",2018,2018,106,2600
122,1,0,0,196,0,Putin's speech wasn’t aggressive – it was a plea to the US to start talking again [The Washington Post],Речь Путина не была агрессивной — это был призыв к США возобновить переговоры,"нехудожественная, публицистика",2018,2018,106,2557
123,1,0,0,196,0,Russia 'on wrong side of history' over Syria chemical weapons [The Guardian],Россия заняла не ту сторону в вопросе применения химоружия в Сирии,"нехудожественная, публицистика",2018,2018,48,1399
124,1,0,0,196,0,Russia Presses Trump for White House Meeting With Putin [The New York Times],Россия заставляет Трампа встретиться с Путиным в Белом доме,"нехудожественная, публицистика",2018,2018,66,1800
125,1,14,0,196,0,How does placing sanctions on Russia help America? [The Hill],Какую пользу санкции против России приносят США?,"нехудожественная, публицистика",2017,2018,64,1532
126,1,22,0,196,0,Two Border Cities Share Russian History — and a Sharp European Divide [The New York Times],Два пограничных города с общей российской историей — и четким европейским рубежом,"нехудожественная, публицистика",2017,2018,116,2704
127,8,31,0,196,0,Putin si fa la limousine in casa e dice addio alle Mercedes // La Stampa,Путин начинает производить лимузины в России,"нехудожественная, публицистика",2017,2017,58,2114
128,1,43,0,196,0,Why Trump and Putin didn't discuss the elephant in the room [The Christian Science Monitor],Почему Трамп и Путин не обсудили главную проблему,"нехудожественная, публицистика",2017,2018,60,1618
129,8,53,0,0,0,100 anni di dialogo business,100 лет бизнес-диалога,"нехудожественная, официально-деловая",2017,2017,88,1624
130,8,53,0,0,0,Blue Bear Russia e Italia: partnership di cooperazione internazionale,Blue Bear Россия и Италия вместе для международного сотрудничества,"нехудожественная, официально-деловая",2017,2017,10,297
131,8,53,0,0,0,Italia Enit,Италия Национальное агенство по туризму,"нехудожественная, официально-деловая",2017,2017,24,443
132,8,53,0,0,0,SERVIZI PRESTATI DAI PROFESSIONISTI,Услуги профессионалов,"нехудожественная, официально-деловая",2017,2017,12,397
133,8,53,0,0,0,Settimana della cucina italiana nel mondo (20—26 novembre) е bazar italiano 2017 (25—26 novembre) (Неделя итальянской кухни в мире (20—26 ноября) и итальянский базар 2017,25—26 ноября),"нехудожественная, официально-деловая",2017,2017,50,1217
134,8,53,0,0,0,Tecnoshops il retail Made in Italy realizzato in Russia,"Tecnoshops Бренд Made in Italy, реализованный в России и с российскими производителями","нехудожественная, официально-деловая",2017,2017,12,412
135,8,53,0,0,0,«Делимобиль»: делимся по-честному,"“Delimobil”, un’auto condivisa","нехудожественная, официально-деловая",2017,2017,105,2152
136,8,53,0,0,0,«Лотос» раскрылся для инвесторов,Fior di loto per gli investitori,"нехудожественная, официально-деловая",2017,2017,74,827
137,8,53,0,0,0,«ЭКСПОЦЕНТР» с итальянским акцентом,“EXPOCENTRE” con l’accento italiano,"нехудожественная, официально-деловая",2017,2017,76,1639
138,8,53,0,0,0,Александр Кузнецов: Мы делаем вертолеты,Alexandr Kuznetsov: “Costruire elicotteri e il nostro mestiere”,"нехудожественная, официально-деловая",2017,2017,156,2701
139,8,53,0,0,0,ГЛАСС ГРУПП,GLASS GROUP,"нехудожественная, официально-деловая",2017,2017,10,320
140,8,53,0,0,0,ДЕЛОВАЯ ХРОНИКА,Business diary,"нехудожественная, официально-деловая",2017,2017,76,1543
141,8,53,0,0,0,"Дорогие друзья, коллеги!",Carissimi amici e colleghi,"нехудожественная, официально-деловая",2017,2017,28,572
142,8,53,0,0,0,ООО «СОЮЗПАТЕНТ» — СТАРЕЙШАЯ ФИРМА В НАШЕЙ СТРАНЕ НА РЫНКЕ ПАТЕНТНО-ПРАВОВЫХ УСЛУГ — ОНА ВЕДЕТ СВОЮ ИСТОРИЮ С 20-Х ГОДОВ,«SOJUZPATENT» E NEL NOSTRO PAESE LA PIU ANTICA AZIENDA SUL MERCATO DI BREVETTI E LICENZE LEGALI. ESSA LAVORA DAGLI ANNI,"нехудожественная, официально-деловая",2017,2017,20,1014
143,8,53,0,0,0,"ОСНОВНЫЕ НАПРАВЛЕНИЯ ДЕЯТЕЛЬНОСТИ, ИНИЦИАТИВЫ И МЕРОПРИЯТИЯ, ИТАЛО- РОССИЙСКОЙ ТОРГОВОЙ ПАЛАТЫ В ПОСЛЕДНИЕ ЧЕТЫРЕ МЕСЯЦА","DI SEGUITO RIPORTIAMO UN BREVE RIASSUNTO DELLE PRINCIPALI ATTIVITA, INIZIATIVE ED EVENTI, CHE LA CAMERA DI COMMERCIO ITA","нехудожественная, официально-деловая",2017,2017,48,1138
144,8,53,0,0,0,Сделано с Италией на Урале,“Made with Italy” negli Urali,"нехудожественная, официально-деловая",2017,2017,105,1808
145,8,53,0,0,0,Юбилеи MAPEI,Giubilei della MAPEI,"нехудожественная, официально-деловая",2017,2017,48,756
146,1,61,0,196,0,Putin’s Russia can’t celebrate its revolutionary past. It has to smother it [The Guardin],Путинской России приходится приукрашивать революционное прошлое,"нехудожественная, публицистика",2017,2018,152,2282
